,user_id,book_id,rating
206,15,167,5
207,15,361,3
208,15,326,5
209,15,87,5
210,15,304,5
211,15,100,4
212,15,306,5
213,15,337,5
214,15,92,4
215,15,887,3
216,15,119,5
217,15,310,5
218,15,465,4
219,15,8440,4
220,15,71,4
221,15,1329,5
222,15,795,5
223,15,2193,4
224,15,3002,4
225,15,241,5
226,15,4043,4
227,15,148,4
228,15,68,5
229,15,1144,4
230,15,941,4
231,15,782,4
232,15,1993,5
233,15,1217,5
234,15,2347,5
235,15,7260,4
236,15,9363,4
237,15,688,5
238,15,3340,5
239,15,14,4
240,15,550,4
241,15,115,5
242,15,8842,3
243,15,344,4
244,15,171,5
245,15,36,5
246,18,572,4
247,18,3566,3
248,18,2584,4
249,18,557,4
250,18,1102,2
251,18,344,4
252,18,3551,2
253,18,60,3
254,18,101,4
255,18,372,3
256,18,943,4
257,18,1923,4
258,18,2615,4
259,18,4054,5
260,4,3273,2
261,4,1037,4
262,4,100,3
263,4,48,4
264,4,95,4
265,4,1311,3
266,4,387,4
267,4,497,5
268,4,2190,4
269,4,1733,3
270,4,1301,3
271,4,489,5
272,4,1435,4
273,4,1380,5
274,4,221,4
275,4,401,4
276,4,131,4
277,4,3469,5
278,18,662,4
279,18,2770,5
280,18,9287,2
281,18,13,4
282,18,119,4
283,18,1544,4
284,18,426,4
285,18,3219,3
286,18,55,4
287,18,48,4
288,18,65,5
289,18,405,4
290,18,3068,4
291,18,3202,4
292,18,7538,5
293,18,7254,5
294,22,264,2
295,22,284,4
296,22,350,5
297,18,8329,4
298,8,45,3
299,24,378,4
300,24,323,4
301,24,100,4
302,24,1144,4
303,24,1752,5
304,24,860,4
305,24,2188,4
306,24,1031,5
307,24,2304,5
308,24,7770,4
309,24,2142,5
310,24,4149,3
311,24,233,4
312,24,948,4
313,24,1936,5
314,24,2738,4
315,24,2586,4
316,24,1970,3
317,24,483,4
318,24,1329,4
319,24,7409,4
320,24,9,4
321,24,326,5
322,24,26,3
323,24,33,4
324,24,289,5
325,24,662,5
326,22,7638,3
327,22,442,4
328,22,1142,4
329,22,3425,5
330,22,176,5
331,22,349,4
332,22,232,2
333,22,1589,4
334,22,1900,4
335,22,670,4
336,22,1498,4
337,22,739,4
338,22,488,2
339,22,865,3
340,22,1987,5
341,22,2352,2
342,22,168,5
343,22,3314,2
344,22,48,5
345,22,2673,2
346,22,9,2
347,22,1236,3
348,22,289,5
349,22,4810,4
350,18,130,5
351,25,14,4
352,25,8336,4
353,25,653,5
354,25,5374,4
355,25,872,4
356,25,8949,5
357,25,977,5
358,25,4602,4
359,25,7277,4
360,25,5730,5
361,25,483,5
362,25,4531,5
363,25,58,4
364,25,4,4
365,25,13,4
366,25,2339,5
367,25,5940,5
368,25,65,5
369,25,2975,4
370,24,148,3
371,24,136,3
372,24,78,2
373,24,1639,4
374,24,186,3
375,24,398,3
376,24,60,2
377,24,2320,3
378,24,658,4
379,22,450,3
380,22,2298,3
381,28,3504,4
382,28,2615,5
383,24,741,3
384,32,238,4
385,32,550,5
386,32,2357,5
387,32,758,5
388,32,101,4
389,32,344,4
390,32,2615,4
391,32,9624,4
392,32,245,5
393,32,150,5
394,32,26,3
395,32,9,3
396,32,66,5
397,32,2302,3
398,32,1272,4
399,32,2621,4
400,32,2,4
401,32,398,4
402,32,848,3
403,32,3979,3
404,32,236,4
405,32,142,5
406,32,306,4
407,32,122,4
408,32,4317,4
409,32,2192,4
410,32,42,5
411,32,114,4
412,32,132,4
413,32,22,4
414,32,5,4
415,32,8,5
416,32,6417,4
417,32,576,4
418,32,431,3
419,32,7,3
420,32,4682,3
421,32,1217,4
422,29,27,5
423,29,21,5
424,29,2,5
425,29,24,4
426,32,606,4
427,32,85,5
428,32,158,4
429,32,373,5
430,32,416,5
431,32,50,5
432,32,32,5
433,32,1383,3
434,32,574,4
435,32,179,4
436,32,14,3
437,32,33,4
438,32,75,3
439,32,136,4
440,32,3997,3
441,32,4095,3
442,32,1131,3
443,25,5244,4
444,34,498,5
445,32,9934,5
446,34,371,3
447,34,1518,5
448,34,9588,4
449,34,162,4
450,34,2674,3
451,34,2620,3
452,34,89,4
453,34,8995,3
454,34,424,3
455,34,405,4
456,34,2177,4
457,34,611,4
458,34,2209,5
459,34,1322,4
460,34,1312,3
461,34,10,4
462,34,391,5
463,34,442,5
464,34,408,2
465,34,958,5
466,34,5326,4
467,34,5101,4
468,34,296,5
469,34,740,4
470,34,1657,5
471,34,121,4
472,34,70,4
473,34,232,4
474,34,9308,5
475,34,5830,4
476,34,547,4
477,34,3203,3
478,34,400,4
479,34,3941,3
480,34,1010,5
481,40,690,4
482,40,179,5
483,40,1184,4
484,40,5,3
485,40,3123,3
486,40,1312,3
487,40,436,4
488,40,32,3
489,40,10,5
490,40,4,5
491,40,13,4
492,40,495,4
493,40,483,5
494,40,101,4
495,40,344,4
496,40,659,3
497,40,63,3
498,40,587,4
499,40,249,4
500,22,408,4
501,22,687,3
502,22,598,5
503,22,3278,3
504,22,3298,3
505,22,1018,5
506,22,2669,3
507,22,1246,4
508,22,2299,2
509,22,2382,3
510,22,6578,2
511,22,7316,3
512,22,8512,2
513,22,8214,4
514,22,2426,5
515,22,1380,5
516,22,633,5
517,31,743,4
518,31,1153,3
519,31,2034,3
520,31,2923,3
521,31,3036,3
522,31,4979,3
523,31,4031,3
524,31,3883,3
525,31,39,4
526,31,165,3
527,31,135,3
528,31,110,3
529,31,598,5
530,31,1018,4
531,31,3278,4
532,31,3298,4
533,31,1246,4
534,31,2669,4
535,31,2382,3
536,31,2299,3
537,31,2,3
538,31,24,3
539,31,21,3
540,31,27,3
541,31,23,3
542,31,18,3
543,31,1299,4
544,31,4316,3
545,31,3428,4
546,31,4455,5
547,31,70,5
548,31,360,4
549,31,496,4
550,31,2406,4
551,31,2047,4
552,31,2965,4
553,31,806,4
554,31,1053,4
555,31,612,4
556,31,936,3
557,31,1261,3
558,31,725,3
559,31,232,4
560,31,168,3
561,31,915,4
562,31,7522,4
563,31,289,4
564,31,2873,4
565,31,13,4
566,31,14,3
567,31,28,4
568,31,499,3
569,31,2051,3
570,31,1868,4
571,31,350,4
572,31,2015,3
573,31,32,3
574,31,287,1
575,31,994,4
576,31,1656,4
577,31,5658,4
578,31,7667,2
579,34,937,4
580,43,8,4
581,43,101,4
582,43,709,5
583,43,426,5
584,31,75,3
585,22,45,5
586,31,33,3
587,31,2615,3
588,31,272,4
589,31,271,4
590,31,2601,2
591,31,5100,3
592,31,5563,3
593,31,136,2
594,31,101,4
595,31,55,4
596,31,372,4
597,32,2015,3
598,24,8,4
599,24,2,3
600,24,23,3
601,24,24,4
602,24,21,3
603,49,867,3
604,49,1843,5
605,18,3237,4
606,46,268,4
607,18,913,5
608,46,483,5
609,50,217,4
610,50,26,2
611,53,270,2
612,53,14,2
613,53,35,1
614,53,80,5
615,53,130,4
616,53,653,2
617,24,27,4
618,24,18,3
619,24,3310,4
620,24,119,4
621,24,883,3
622,55,212,5
623,55,3141,3
624,55,1544,5
625,55,7462,5
626,24,228,2
627,55,2051,1
628,24,11,4
629,58,26,1
630,58,58,4
631,58,18,5
632,58,14,3
633,58,2,3
634,58,653,5
635,58,5,4
636,58,13,4
637,58,24,4
638,58,21,5
639,58,27,4
640,58,10,4
641,58,11,4
642,58,65,4
643,55,264,5
644,55,397,2
645,55,653,5
646,24,1806,5
647,46,1741,5
648,55,520,4
649,46,672,5
650,46,1410,5
651,46,2235,5
652,46,7991,5
653,46,3229,5
654,46,5858,5
655,46,9469,5
656,46,8215,5
657,46,7208,5
658,46,7619,5
659,46,5041,5
660,46,6684,5
661,46,671,5
662,46,5665,5
663,46,6512,5
664,46,5505,5
665,46,4240,5
666,46,9116,5
667,46,9494,5
668,46,7748,5
669,46,5115,5
670,46,7681,5
671,46,5861,5
672,46,8868,5
673,46,6078,5
674,55,43,5
675,46,6501,5
676,46,6211,5
677,46,7607,5
678,46,7006,5
679,46,8156,5
680,46,6087,5
681,46,3752,5
682,46,6212,5
683,46,200,5
684,46,1058,5
685,46,4728,5
686,61,11,5
687,61,33,3
688,61,26,3
689,61,2,4
690,61,24,4
691,61,21,4
692,61,27,4
693,61,18,4
694,61,57,4
695,61,273,3
696,55,217,3
697,34,570,3
698,34,60,2
699,34,168,4
700,34,172,4
701,34,546,2
702,53,1664,5
703,53,213,3
704,53,315,1
705,53,4862,4
706,53,66,5
707,62,572,5
708,62,171,3
709,62,1041,4
710,62,701,4
711,58,8336,4
712,58,2716,4
713,58,7639,5
714,58,941,3
715,58,4640,4
716,58,177,5
717,58,80,5
718,58,4068,4
719,58,270,3
720,58,8946,5
721,58,66,5
722,58,148,4
723,58,5551,4
724,58,189,4
725,53,6195,1
726,53,2027,3
727,53,786,3
728,53,4602,1
729,53,8336,1
730,53,489,2
731,53,125,5
732,65,161,5
733,65,180,4
734,65,129,5
735,65,155,4
736,65,213,4
737,65,8,5
738,65,5,5
739,65,26,1
740,65,2,4
741,65,24,5
742,65,21,5
743,65,27,5
744,65,14,4
745,65,18,5
746,65,55,5
747,65,58,5
748,65,32,4
749,65,2041,1
750,65,953,4
751,65,176,5
752,65,936,4
753,65,1053,3
754,65,612,4
755,65,232,5
756,65,305,2
757,65,806,5
758,65,556,4
759,66,10,3
760,66,76,2
761,66,2,2
762,66,35,4
763,66,629,2
764,66,2902,2
765,54,81,5
766,54,199,5
767,56,2679,4
768,32,59,4
769,32,857,5
770,32,102,5
771,32,160,2
772,32,530,5
773,32,125,4
774,32,321,4
775,32,138,3
776,32,387,3
777,53,26,3
778,32,531,3
779,32,733,4
780,69,8,5
781,69,89,4
782,69,35,3
783,69,26,3
784,69,4,5
785,69,32,5
786,69,5,5
787,70,323,5
788,70,26,4
789,70,80,5
790,70,7022,3
791,70,5792,4
792,70,709,5
793,70,1206,4
794,70,629,4
795,70,1663,2
796,70,1835,4
797,70,1506,4
798,70,9473,3
799,70,3928,5
800,70,2027,3
801,63,121,3
802,63,130,4
803,70,597,5
804,70,8704,4
805,70,653,5
806,63,10,2
807,63,32,3
808,63,315,3
809,70,154,4
810,70,29,5
811,70,125,5
812,70,353,4
813,70,770,3
814,70,530,4
815,70,839,4
816,70,248,4
817,70,773,3
818,70,8336,3
819,70,270,4
820,70,489,3
821,70,606,2
822,72,4,5
823,72,55,3
824,72,8,2
825,72,550,5
826,70,7810,4
827,72,1714,5
828,72,118,5
829,72,848,4
830,72,867,2
831,72,10,5
832,72,2136,4
833,72,230,4
834,72,171,5
835,72,471,4
836,70,35,3
837,70,401,3
838,70,1580,4
839,70,427,4
840,70,95,3
841,70,935,2
842,73,5024,4
843,73,8692,5
844,73,6808,5
845,73,3933,3
846,73,758,5
847,73,268,4
848,73,820,5
849,73,380,5
850,73,851,4
851,73,611,3
852,73,270,5
853,73,3761,4
854,73,7715,5
855,73,80,5
856,73,115,4
857,73,709,5
858,73,8,5
859,73,131,3
860,73,730,3
861,73,1161,4
862,73,32,4
863,73,1970,5
864,73,63,4
865,73,65,4
866,73,178,5
867,73,177,4
868,73,121,5
869,73,219,5
870,73,162,5
871,73,614,3
872,73,587,3
873,73,58,4
874,73,6128,5
875,73,427,5
876,73,180,3
877,73,5,4
878,73,26,3
879,73,4,3
880,73,24,4
881,73,21,4
882,73,27,4
883,73,18,4
884,73,10,5
885,73,28,5
886,73,23,4
887,73,287,3
888,73,130,4
889,73,405,3
890,73,829,3
891,73,1949,4
892,73,2403,5
893,70,172,5
894,70,10,3
895,70,478,3
896,73,171,5
897,73,1571,4
898,73,2097,4
899,73,570,5
900,73,1421,3
901,73,3476,4
902,73,9083,4
903,73,646,4
904,73,321,5
905,73,173,5
906,73,5210,5
907,73,2259,3
908,73,2798,5
909,73,397,4
910,73,6634,4
911,73,3808,5
912,73,4942,5
913,73,71,5
914,73,97,5
915,73,499,4
916,73,5238,5
917,73,66,5
918,73,618,4
919,73,5508,5
920,73,4707,4
921,73,2,4
922,59,5,3
923,59,4068,3
924,59,635,3
925,59,1206,3
926,59,786,3
927,59,94,3
928,59,8336,5
929,74,8882,5
930,59,80,5
931,59,26,4
932,59,14,3
933,59,2024,3
934,74,582,5
935,74,3009,5
936,59,941,3
937,59,662,4
938,59,378,4
939,74,125,2
940,74,718,3
941,59,35,1
942,59,653,3
943,74,2323,2
944,59,6921,4
945,74,3029,5
946,74,6324,3
947,74,6306,3
948,74,3569,3
949,74,2073,5
950,74,5423,3
951,74,5525,3
952,74,3640,3
953,74,6399,4
954,74,3760,3
955,74,2595,3
956,74,4353,4
957,74,1755,5
958,73,3457,5
959,73,2903,3
960,73,5283,4
961,73,354,5
962,73,468,4
963,73,7416,2
964,74,375,4
965,74,1650,4
966,74,935,4
967,59,629,3
968,59,1663,2
969,59,489,1
970,59,5730,4
971,73,1373,5
972,73,117,5
973,73,872,4
974,73,1113,5
975,73,621,4
976,73,999,4
977,75,3254,2
978,75,6777,5
979,75,11,5
980,59,3379,4
981,75,372,4
982,75,476,3
983,75,115,4
984,75,741,4
985,75,743,3
986,75,122,4
987,75,1714,4
988,75,109,3
989,75,7379,3
990,75,22,4
991,75,150,4
992,75,9854,3
993,75,63,4
994,75,662,4
995,75,378,4
996,76,8,4
997,76,24,5
998,76,21,5
999,76,18,5
1000,76,66,4
1001,76,4068,5
1002,76,60,4
1003,76,75,5
1004,76,599,5
1005,76,54,5
1006,76,121,5
1007,76,87,3
1008,76,45,4
1009,76,22,3
1010,76,108,4
1011,76,955,2
1012,76,1063,2
1013,76,1436,2
1014,76,39,3
1015,76,426,4
1016,76,27,5
1017,76,2,5
1018,76,219,5
1019,76,498,5
1020,76,311,5
1021,76,26,4
1022,76,9,3
1023,75,8519,4
1024,76,925,4
1025,76,4606,4
1026,76,669,5
1027,76,6604,5
1028,75,4842,1
1029,76,270,4
1030,76,828,5
1031,76,2451,4
1032,76,4067,4
1033,25,8455,4
1034,25,8555,4
1035,70,1167,5
1036,70,14,5
1037,70,972,2
1038,70,5525,3
1039,70,94,5
1040,59,184,3
1041,72,64,3
1042,72,1159,5
1043,72,2679,4
1044,59,1131,3
1045,76,315,2
1046,76,130,3
1047,76,109,4
1048,76,80,5
1049,76,42,3
1050,76,171,3
1051,76,76,3
1052,76,10,5
1053,59,8946,5
1054,59,148,4
1055,70,635,3
1056,70,772,3
1057,80,65,3
1058,80,8,2
1059,80,5,2
1060,80,26,1
1061,80,8946,3
1062,80,8882,3
1063,76,160,4
1064,76,272,4
1065,76,653,5
1066,76,7651,4
1067,25,2902,1
1068,25,1663,1
1069,25,395,4
1070,25,3903,5
1071,38,1031,4
1072,38,786,3
1073,38,85,3
1074,38,8455,4
1075,38,8079,3
1076,38,2544,3
1077,59,6160,4
1078,59,9754,4
1079,38,24,4
1080,38,2,4
1081,38,18,4
1082,38,27,4
1083,38,934,3
1084,59,60,2
1085,38,6354,4
1086,38,213,4
1087,38,6160,3
1088,38,8882,3
1089,53,2302,1
1090,83,8,4
1091,83,5,4
1092,83,26,4
1093,83,4,5
1094,83,2,4
1095,83,24,4
1096,83,13,4
1097,83,21,4
1098,83,14,4
1099,83,27,4
1100,83,55,5
1101,83,93,5
1102,83,2357,5
1103,83,550,5
1104,70,706,2
1105,83,1234,4
1106,83,1970,5
1107,76,92,3
1108,40,122,2
1109,85,24,4
1110,85,101,4
1111,85,26,4
1112,85,33,4
1113,85,495,4
1114,85,45,4
1115,85,150,4
1116,85,516,4
1117,85,8,5
1118,85,5,4
1119,85,2,4
1120,85,4,5
1121,85,13,5
1122,85,21,3
1123,85,14,5
1124,85,27,3
1125,85,58,4
1126,85,55,1
1127,85,65,2
1128,85,80,5
1129,85,483,4
1130,61,3638,4
1131,38,483,3
1132,38,233,3
1133,38,94,4
1134,76,958,3
1135,76,413,2
1136,76,172,5
1137,76,590,3
1138,25,662,5
1139,55,2013,4
1140,85,23,4
1141,85,18,4
1142,85,372,4
1143,85,1096,4
1144,85,9,4
1145,85,4009,4
1146,40,795,3
1147,85,354,1
1148,54,11,5
1149,54,217,4
1150,54,87,5
1151,54,26,4
1152,54,378,5
1153,54,310,2
1154,54,383,2
1155,78,284,4
1156,78,55,2
1157,78,14,2
1158,78,8805,3
1159,78,180,1
1160,78,4634,4
1161,78,3508,5
1162,78,4672,4
1163,78,8336,2
1164,78,4640,4
1165,78,95,5
1166,78,3785,5
1167,45,662,5
1168,85,1269,3
1169,73,118,4
1170,73,43,3
1171,78,3913,3
1172,78,592,5
1173,78,23,1
1174,78,828,3
1175,78,2342,4
1176,76,7806,3
1177,78,94,4
1178,78,7,4
1179,78,155,3
1180,78,19,4
1181,78,161,5
1182,78,4336,5
1183,78,5754,3
1184,78,653,2
1185,78,130,4
1186,78,70,3
1187,78,934,5
1188,78,5088,3
1189,89,1705,4
1190,89,574,3
1191,89,1272,5
1192,89,380,5
1193,38,9303,4
1194,89,323,4
1195,89,287,4
1196,89,211,2
1197,89,127,3
1198,89,969,3
1199,89,8084,3
1200,38,1624,4
1201,89,1683,4
1202,38,5244,3
1203,93,131,3
1204,93,11,5
1205,38,8336,5
1206,38,1214,4
1207,38,1135,4
1208,38,959,4
1209,38,4622,3
1210,38,8878,4
1211,93,969,4
1212,93,287,5
1213,93,255,5
1214,63,786,3
1215,63,278,3
1216,63,8455,5
1217,63,85,4
1218,63,3508,4
1219,63,1996,3
1220,63,58,3
1221,63,5327,3
1222,63,4974,3
1223,63,8946,3
1224,63,177,3
1225,63,8792,3
1226,63,4475,5
1227,63,160,3
1228,63,83,4
1229,63,590,3
1230,63,361,3
1231,89,1055,5
1232,89,2698,5
1233,89,7495,5
1234,89,714,5
1235,63,718,3
1236,76,2023,3
1237,80,118,3
1238,4,81,5
1239,4,468,4
1240,4,1210,5
1241,4,436,3
1242,4,101,4
1243,38,669,4
1244,38,6820,4
1245,94,1079,4
1246,94,9236,2
1247,94,653,3
1248,94,4119,4
1249,94,3696,2
1250,94,984,3
1251,94,629,2
1252,94,1206,3
1253,94,3821,1
1254,94,2,2
1255,94,23,3
1256,94,24,2
1257,94,21,1
1258,94,66,3
1259,94,6070,4
1260,94,315,3
1261,58,885,3
1262,58,311,3
1263,58,2902,3
1264,58,1206,1
1265,58,6921,4
1266,58,2302,2
1267,94,2082,5
1268,94,85,4
1269,94,50,3
1270,94,786,4
1271,40,8,4
1272,65,3141,3
1273,65,6283,3
1274,89,22,3
1275,89,38,3
1276,65,287,5
1277,89,4602,4
1278,89,820,5
1279,89,94,4
1280,89,194,5
1281,89,7266,5
1282,89,2809,4
1283,89,43,2
1284,89,1133,4
1285,89,3451,4
1286,83,916,4
1287,89,268,4
1288,78,2097,4
1289,78,485,5
1290,78,959,5
1291,78,1135,5
1292,78,512,3
1293,78,395,4
1294,78,1113,4
1295,78,964,4
1296,78,479,5
1297,78,4106,4
1298,78,97,3
1299,78,154,4
1300,89,78,1
1301,89,180,4
1302,94,180,3
1303,94,6921,4
1304,18,282,2
1305,94,4068,2
1306,94,699,1
1307,94,172,3
1308,94,42,2
1309,94,7639,4
1310,94,184,1
1311,94,158,1
1312,18,92,3
1313,18,408,3
1314,89,8857,5
1315,89,1258,5
1316,89,416,4
1317,89,184,5
1318,89,26,1
1319,89,24,3
1320,89,2,3
1321,89,18,4
1322,89,27,3
1323,89,21,3
1324,89,45,4
1325,89,158,5
1326,89,1938,4
1327,89,335,4
1328,89,373,4
1329,89,2741,3
1330,89,2620,3
1331,89,8998,4
1332,89,7103,3
1333,89,8192,4
1334,34,3923,3
1335,66,80,5
1336,66,4606,3
1337,66,669,4
1338,66,653,3
1339,66,489,4
1340,66,828,3
1341,40,26,4
1342,40,2,5
1343,40,24,4
1344,40,21,4
1345,40,27,4
1346,40,18,4
1347,40,14,3
1348,40,11,2
1349,40,115,5
1350,40,28,4
1351,40,60,3
1352,40,23,4
1353,40,113,4
1354,40,66,5
1355,100,8946,5
1356,100,26,3
1357,100,35,3
1358,100,3085,3
1359,100,9754,3
1360,100,6160,4
1361,100,148,4
1362,100,1131,4
1363,100,4068,3
1364,100,14,3
1365,100,786,3
1366,100,94,3
1367,100,1206,2
1368,45,5374,4
1369,45,635,3
1370,45,8336,3
1371,45,378,4
1372,45,4068,5
1373,45,2716,5
1374,45,606,4
1375,45,7639,4
1376,45,483,4
1377,45,60,5
1378,45,6921,3
1379,100,323,4
1380,100,11,3
1381,100,33,4
1382,100,653,3
1383,100,489,3
1384,100,58,3
1385,100,2380,3
1386,100,3379,4
1387,100,635,4
1388,100,629,3
1389,100,10,3
1390,100,121,3
1391,100,66,4
1392,100,85,4
1393,100,125,3
1394,100,29,3
1395,100,172,3
1396,100,614,4
1397,100,6772,5
1398,100,5730,4
1399,100,3913,4
1400,100,4862,3
1401,100,8455,3
1402,100,5244,3
1403,100,9460,4
1404,100,7810,3
1405,100,5374,3
1406,100,4531,3
1407,100,5792,4
1408,100,8456,3
1409,100,2027,4
1410,100,606,4
1411,100,1847,4
1412,100,8152,4
1413,100,9936,3
1414,100,5911,3
1415,65,8805,5
1416,65,284,1
1417,65,196,5
1418,100,4504,4
1419,53,8882,2
1420,53,714,3
1421,53,361,1
1422,53,160,1
1423,100,6070,3
1424,53,85,3
1425,53,278,3
1426,53,8946,5
1427,70,83,3
1428,26,225,4
1429,26,131,4
1430,26,3387,5
1431,26,65,4
1432,26,1133,4
1433,26,323,4
1434,26,397,4
1435,26,736,4
1436,26,48,4
1437,26,2869,4
1438,26,8818,4
1439,26,1411,4
1440,26,181,4
1441,26,879,4
1442,26,45,4
1443,26,180,4
1444,26,3085,3
1445,26,2097,4
1446,26,1714,4
1447,26,264,5
1448,26,9317,3
1449,26,7251,4
1450,26,3913,3
1451,26,5792,3
1452,26,8814,4
1453,26,3219,4
1454,26,494,4
1455,26,2274,4
1456,26,1299,4
1457,26,7262,5
1458,26,7874,4
1459,26,2875,4
1460,26,4672,4
1461,26,3916,4
1462,26,6064,4
1463,74,315,4
1464,15,943,5
1465,89,35,3
1466,89,468,5
1467,89,8,4
1468,89,119,2
1469,89,32,4
1470,29,4,4
1471,29,2729,4
1472,29,485,5
1473,29,1106,4
1474,29,6575,4
1475,29,37,5
1476,29,602,4
1477,29,332,5
1478,29,292,5
1479,29,347,4
1480,29,641,4
1481,29,542,4
1482,29,427,4
1483,29,1580,4
1484,29,2342,3
1485,29,8611,3
1486,29,4071,3
1487,29,1521,4
1488,29,2366,5
1489,29,6820,3
1490,29,1255,4
1491,29,213,4
1492,29,5386,5
1493,29,1458,5
1494,29,1186,4
1495,29,1679,4
1496,29,184,5
1497,29,373,5
1498,29,1373,5
1499,29,577,5
1500,29,103,4
1501,29,6173,3
1502,29,76,5
1503,29,560,4
1504,29,530,4
1505,29,48,4
1506,78,5865,4
1507,78,177,3
1508,78,1041,5
1509,78,614,3
1510,103,867,5
1511,103,11,4
1512,103,287,5
1513,103,2860,5
1514,103,397,4
1515,100,1961,4
1516,105,1553,5
1517,105,5609,3
1518,105,5295,3
1519,105,3608,3
1520,105,4656,3
1521,105,3832,3
1522,105,38,4
1523,105,28,3
1524,105,287,4
1525,105,405,5
1526,105,325,5
1527,105,758,5
1528,105,167,3
1529,105,806,4
1530,105,725,4
1531,105,953,4
1532,105,176,4
1533,105,232,5
1534,105,936,3
1535,105,915,4
1536,105,1053,4
1537,105,488,5
1538,105,168,4
1539,105,612,3
1540,105,374,5
1541,105,6064,4
1542,105,337,5
1543,105,878,4
1544,105,4510,4
1545,54,122,4
1546,108,92,4
1547,108,11,5
1548,108,211,3
1549,108,127,4
1550,34,360,4
1551,34,43,4
1552,34,59,5
1553,24,281,3
1554,24,7868,3
1555,24,80,4
1556,24,3400,4
1557,24,4605,4
1558,24,4983,4
1559,24,1597,5
1560,24,453,3
1561,24,2757,3
1562,24,325,4
1563,54,111,4
1564,54,1005,2
1565,54,225,3
1566,54,38,4
1567,18,228,2
1568,80,763,4
1569,80,354,3
1570,80,198,3
1571,80,4,2
1572,80,3156,3
1573,80,3048,5
1574,80,8355,3
1575,89,934,5
1576,58,629,2
1577,58,43,3
1578,58,6383,4
1579,58,378,4
1580,58,5730,3
1581,100,9236,4
1582,100,3049,4
1583,100,6593,4
1584,100,4475,4
1585,100,478,3
1586,100,162,4
1587,100,4640,4
1588,100,1113,4
1589,100,180,4
1590,112,4047,5
1591,112,9768,5
1592,112,570,4
1593,112,398,4
1594,112,372,5
1595,112,516,5
1596,112,6242,5
1597,112,9542,5
1598,112,5294,4
